;faturamentoBruto;margemBruta;restricoes;cluster
583;448805,4166666667;134049,16666666666;0;0
584;6531929,0;0,0;0;0
585;191272,58333333334;0,0;0;0
586;484108,5833333333;0,0;0;0
587;67443,58333333333;0,0;0;0
588;1054351,3333333333;792084,25;0;0
589;1103706,4166666667;264054,9166666667;0;0
590;9799,09090909091;0,0;1;1
591;372731,0833333333;118756,0;0;0
592;200268,83333333334;0,0;0;0
593;291997,4166666667;0,0;1;1
594;218145,57142857142;0,0;1;1
595;61643,25;0,0;0;0
596;3593,25;0,0;0;0
597;245565,41666666666;56180,0;0;0
598;364421,0833333333;147841,66666666666;0;0
599;325729,0833333333;116843,91666666667;0;0
600;662440,0;0,0;0;0
601;50966,666666666664;0,0;0;0
602;166282,16666666666;0,0;0;0
603;4847956,166666667;970041,8333333334;0;0
604;191394,91666666666;0,0;0;0
605;573719,1666666666;0,0;0;0
606;99019,83333333333;0,0;0;0
607;44375,333333333336;0,0;0;0
608;566296,0;0,0;0;0
609;76224,16666666667;0,0;0;0
610;3129855,625;1549065,0;0;0
611;3979416,7;1100890,5;0;0
612;6300,0;0,0;0;0
613;2903522,4166666665;1356802,25;0;0
614;12557,2;6388,8;0;0
615;453880,5833333333;252779,58333333334;0;0
616;25791,428571428572;23782,428571428572;0;0
617;5545798,333333333;0,0;0;0
618;41866226,81818182;23996558,636363637;0;0
619;6399210,333333333;0,0;0;0
620;446991,9166666667;0,0;0;0
621;132113,08333333334;0,0;0;0
622;24916,333333333332;0,0;0;0
623;1405808,125;0,0;0;0
624;239828,83333333334;0,0;0;0
625;240645,91666666666;0,0;0;0
626;1228539,1666666667;0,0;0;0
627;57857,63636363636;0,0;0;0
628;5473337,25;3177593,8333333335;0;0
629;359668,8181818182;0,0;0;0
630;130728,125;0,0;0;0
631;3809652,5;0,0;0;0
632;781885,0833333334;0,0;0;0
633;79087,45454545454;0,0;0;0
634;43778,083333333336;0,0;0;0
635;81482,75;0,0;0;0
636;296919,6666666667;0,0;0;0
637;225091,58333333334;0,0;0;0
638;121195,90909090909;0,0;0;0
639;288027,1666666667;0,0;1;1
640;90035,0;0,0;1;1
641;102262,66666666667;0,0;0;0
642;333187,0833333333;0,0;0;0
643;323704,0;321173,9166666667;0;0
644;3262,25;0,0;0;0
645;9029827,416666666;0,0;0;0
646;369793,8333333333;0,0;1;1
647;48712463,833333336;25685158,166666668;0;0
648;850172,0833333334;0,0;0;0
649;4985770,916666667;0,0;0;0
650;66615,75;0,0;0;0
651;16422,25;0,0;0;0
652;735240,5;230962,0;0;0
653;349764,9166666667;0,0;0;0
654;550141,25;0,0;0;0
655;46452,09090909091;0,0;0;0
656;198429,58333333334;0,0;0;0
657;5928583,333333333;1705916,6666666667;0;0
658;252541,66666666666;53393,75;0;0
659;650020,1666666666;0,0;0;0
660;387968,8333333333;0,0;0;0
661;155624,08333333334;0,0;0;0
662;332252,3333333333;0,0;0;0
663;264337,8333333333;0,0;0;0
664;118178298,66666667;30191919,333333332;0;3
665;1330044,9166666667;0,0;0;0
666;627310,2727272727;294410,54545454547;0;0
667;59490,166666666664;0,0;1;1
668;349503,8333333333;0,0;0;0
669;11132,833333333334;0,0;0;0
670;2408742,0833333335;0,0;1;1
671;265048,0833333333;127218,83333333333;0;0
672;763925,2222222222;319440,77777777775;0;0
673;83754,75;0,0;0;0
674;63014,0;0,0;0;0
675;4355735,75;0,0;0;0
676;229378,16666666666;0,0;0;0
677;4407189,083333333;0,0;0;0
678;26441,833333333332;0,0;1;1
679;551746,5;200446,91666666666;0;0
680;1205667,0;438956,6666666667;0;0
681;1346237,3333333333;561807,8333333334;1;1
682;2217044,0;923036,5;1;1
683;710244,1666666666;294796,8333333333;0;0
684;224607,88888888888;0,0;0;0
685;193435,45454545456;0,0;0;0
686;295987,55555555556;0,0;0;0
687;251425,5;0,0;0;0
688;706409,2222222222;257734,11111111112;0;0
689;66994,16666666667;0,0;0;0
690;621597,2222222222;247494,0;0;0
691;2066054,6666666667;748696,5;0;0
692;121843,33333333333;0,0;0;0
693;51441,75;0,0;1;1
694;336301,9166666667;0,0;0;0
695;459720,6666666667;0,0;0;0
696;125455,5;0,0;0;0
697;2797911,0833333335;0,0;0;0
698;1760246,4444444445;1126564,3333333333;0;0
699;1335210,6666666667;0,0;1;1
700;128094,0;65419,0;0;0
701;195405,66666666666;0,0;0;0
702;373156,0833333333;0,0;0;0
703;288108,1666666667;0,0;0;0
704;3200042,6363636362;0,0;0;0
705;52856,166666666664;0,0;0;0
706;900562,5833333334;0,0;0;0
707;517750,0;0,0;0;0
708;213708,66666666666;0,0;0;0
709;285974,5833333333;0,0;0;0
710;66405,0;0,0;0;0
711;23444,5;0,0;0;0
712;65272,27272727273;0,0;1;1
713;142178,41666666666;0,0;0;0
714;380890,3;0,0;0;0
715;102794,5;0,0;0;0
716;278608,4166666667;96978,0;0;0
717;274507,5;0,0;0;0
718;853777,6;0,0;0;0
719;17625,416666666668;0,0;0;0
720;171868,63636363635;0,0;0;0
721;568758,1666666666;0,0;0;0
722;107375,33333333333;0,0;0;0
723;3111384,5;0,0;0;0
724;330912,0;151466,27272727274;0;0
725;1004150,0833333334;0,0;0;0
726;213452,16666666666;0,0;0;0
727;237155,0;0,0;0;0
728;52227,25;0,0;0;0
729;259241,08333333334;0,0;0;0
730;413038,1666666667;0,0;0;0
731;6928704,75;0,0;1;1
732;61966,0;0,0;0;0
733;62756,25;0,0;0;0
734;74293,33333333333;0,0;0;0
735;4341051,25;2411577,0833333335;0;0
736;3948631,9166666665;0,0;0;0
737;171555,41666666666;0,0;0;0
738;406350,3333333333;0,0;0;0
739;666338,1428571428;0,0;1;1
740;761588,3333333334;253275,75;0;0
741;522599,4166666667;0,0;0;0
742;155657,66666666666;0,0;0;0
743;955730,1818181818;0,0;0;0
744;872559,0833333334;0,0;0;0
745;2259574,5;0,0;0;0
746;547848,3333333334;0,0;0;0
747;21959001,0;0,0;0;0
748;773511,125;0,0;0;0
749;846716,1666666666;0,0;0;0
750;315825,9166666667;0,0;0;0
751;715664,3333333334;0,0;0;0
752;584282,1666666666;245553,25;0;0
753;76552,5;0,0;0;0
754;549877,75;0,0;0;0
755;1547013,3333333333;632332,9166666666;0;0
756;102372,58333333333;0,0;0;0
757;229321,33333333334;0,0;0;0
758;44008,25;0,0;0;0
759;137725,83333333334;0,0;1;1
760;410253,1666666667;0,0;0;0
761;60398,416666666664;30541,833333333332;0;0
762;308126,5833333333;131515,91666666666;0;0
763;300474,9166666667;0,0;0;0
764;117872351,5;31356534,833333332;0;3
765;308423,0833333333;0,0;0;0
